"Unnamed: 0","Магазин","Номер заказа","Дата поступления","Статус","Оценка","Текст отзыва","Текст_класс_1","Текст_класс_2","Другое","is_p"
45484,store_0211,"2279410913R130","2011-06-13 14:39:29",Не проверен,5,,,,,
45485,store_0205,"137394R6193011","2011-06-13 14:39:31",Не проверен,5,Всё замечательно! Отдельное спасибо за подарочек),,,,
45486,store_0404,"4030311R107539","2011-06-13 14:39:35",Не проверен,5,,,,,
45487,store_011,"7401124R400334","2011-06-13 14:40:34",Не проверен,5,,,,,
45488,store_0322,"431734002R7621","2011-06-13 14:40:37",Не проверен,5,,,,,
45489,store_0261,"446713R1301013","2011-06-13 14:41:03",Не проверен,5,,,,,
45490,store_0115,"5851034112841R","2011-06-13 14:41:58",Не проверен,5,,,,,
45491,store_0504,"106504320R3431","2011-06-13 14:42:03",Не проверен,5,,,,,
45492,store_0322,"0314074922R614","2011-06-13 14:42:07",Не проверен,5,,,,,
45493,store_039,"3910251414R163","2011-06-13 14:42:13",Не проверен,5,"всё доставили. спасибо. надеюсь, что за это никого не отругают, но, у меня один лишний горох (и не тот, что заказан) и одна лишняя каша Быстров, фото прилагаю",,,,
45494,store_0115,"4619192493210R","2011-06-13 14:42:16",Не проверен,5,,,,,
45495,store_0387,"4411017R729102","2011-06-13 14:42:19",Не проверен,3,Вместо четырех пачек творога доставили только три.,,,,
45496,store_053,"4R217134305744","2011-06-13 14:42:54",Не проверен,5,,,,,
45497,store_063,"5R844130143048","2011-06-13 14:43:08",Не проверен,5,"Все понравилось, доставили достаточно быстро. Все продукты с хорошим сроком годности. Проверила точность взвешенного товара-как в аптеке 👌🏻 
Спасибо большое. Рада что подходите к делу с особой ответственностю, всегда отвечаете на отзывы. Приятно что есть такая возможность доставлять продукты и можно доверить это людям которые не подведут. 
Еще и подарочек положили☺️ приятно🌸 спасибо❤️",,,,
45498,store_0241,"4304718R481311","2011-06-13 14:43:18",Не проверен,5,,,,,
45499,store_0207,"148R1640273031","2011-06-13 14:43:18",Не проверен,5,,,,,
45500,store_0249,"2143164710R853","2011-06-13 14:43:58",Не проверен,1,все мороженое расстаяло,,,,
45501,store_0447,"439414801433R0","2011-06-13 14:44:08",Не проверен,4,,,,,
45502,store_0192,"744R3871011443","2011-06-13 14:44:48",Не проверен,5,,,,,
45503,store_0298,"14R37701410445","2011-06-13 14:44:51",Не проверен,5,,,,,
45504,store_0521,"101340R1241450","2011-06-13 14:45:02",Не проверен,3,"Доставили очень быстро, но единственное не привезли 1 товар, самый нужный((((",,,,
45505,store_0363,"4312045R261401","2011-06-13 14:45:12",Не проверен,5,,,,,
45506,store_0409,R4221030164516,"2011-06-13 14:45:26",Не проверен,5,,,,,
45507,store_0291,"1461900029462R","2011-06-13 14:46:02",Не проверен,5,,,,,
45508,store_0107,"80R74684143610","2011-06-13 14:46:08",Не проверен,4,,,,,
45509,store_035,"1R416457260601","2011-06-13 14:46:16",Не проверен,3,"Вместо того , чтобы согласовать замену товара, его просто удалили.
Дом, в который заказываю, невозможно выбрать на карте , приходится дополнительно связываться",,,,
45510,store_0548,"341R5030441196","2011-06-13 14:46:40",Не проверен,3,"Привезли персики, пробитые как более дорогие абрикосы. Вместо винограда ""киш миш"" на этикетке  более дорогой виноград ""черные дамские пальчики"". Заказ был без замен.",,,"Привезли персики, пробитые как более дорогие абрикосы. Вместо винограда ""киш миш"" на этикетке  более дорогой виноград ""черные дамские пальчики"". Заказ был без замен.",
45511,store_0147,"333R0771140134","2011-06-13 14:47:31",Не проверен,5,Очень довольна доставкой.,,,,
45512,store_0495,"345914744700R1","2011-06-13 14:47:40",Не проверен,5,,,,,
45513,store_051,"85124430R58161","2011-06-13 14:48:12",Не проверен,5,,,,,
45514,store_0145,"411R4371310581","2011-06-13 14:48:15",Не проверен,4,,,,,
45515,store_0325,"12R77010428438","2011-06-13 14:48:27",Не проверен,5,"Доставили даже быстрее, чем обещали. Пустячок, а приятно.",,,,
45516,store_0175,"148667R3014034","2011-06-13 14:48:30",Не проверен,5,"Спасибо , все на высоте 😍",,,,
45517,store_0185,"5181R377640143","2011-06-13 14:48:37",Не проверен,5,,,,,
45518,store_0469,"01351784R43411","2011-06-13 14:48:41",Не проверен,5,,,,,
45519,store_0266,"4511805077R543","2011-06-13 14:48:57",Не проверен,5,Давно пользуюсь доставкой ! Благодарю,,,,
45520,store_025,"00R91459416301","2011-06-13 14:49:51",Не проверен,4,,,,,
45521,store_0510,"45307R40241104","2011-06-13 14:50:24",Не проверен,5,,,,,
45522,store_0271,"0R065109433149","2011-06-13 14:50:39",Не проверен,5,,,,,
45523,store_090,"10R10366437415","2011-06-13 14:50:41",Не проверен,3,"Полностью гнилой, платить за это не хотелось бы. Но больше жалко то, что он был нужен, а привезли товар, который невозможно добавлять в еду. Остальные продукты в норме, спасибо !",,,"Полностью гнилой, платить за это не хотелось бы. Но больше жалко то, что он был нужен, а привезли товар, который невозможно добавлять в еду. Остальные продукты в норме, спасибо !",
45524,store_0185,"011416454R7138","2011-06-13 14:51:14",Не проверен,5,,,,,
45525,store_0249,"551031R1764116","2011-06-13 14:51:16",Не проверен,5,"Доставка быстрая, люблю здесь заказывать, сегодня было очень приятно два подарка положили, только обидно что кто собирает товар в магазине даже не смотрит что берет, вот так пришло мне яйцо битое, причём это видно что яйцо битое было давно, в нем нет белка, желток немного под ох, так что это не вина курьера",,,,
45526,store_0372,"22R68151770413","2011-06-13 14:51:22",Не проверен,5,Все супер 👍,,,,
45527,store_0190,"1041R173346625","2011-06-13 14:51:36",Не проверен,4,Не доложили банку лосося,,,,
45528,store_0189,R0241341545001,"2011-06-13 14:52:40",Не проверен,5,,,,,
45529,store_0283,"41257950963R14","2011-06-13 14:52:57",Не проверен,5,,,,,
45530,store_0211,"635340122038R1","2011-06-13 14:53:23",Не проверен,5,спасибо 😘,,,,
